unit_id,cycle,failure_label,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8
104,1,0,0.2171933506305167,0.2614941937409579,-0.28958173708695323,-0.057028814472384295,0.46017735058506054,-0.1578576283671198,-0.5848992651146823,0.4335644841357641
104,2,0,0.3709921037701098,0.24321711093883974,-0.1972414997837125,-0.07928474924394183,0.17075666689107336,-0.1730416910709009,-0.6491559705635669,0.6355666559229888
104,3,0,0.27032301597013725,0.43785748230804455,-0.2602245406740824,-0.14046441173562252,0.22347264716180928,-0.14640932701730164,-0.5733837734585183,0.5878634823478314
104,4,0,0.2919279749757276,0.38202637621627156,-0.2380059577861361,-0.21218830113646253,0.20917830539061155,-0.26943492650231476,-0.6085881533904405,0.5534385013821121
104,5,0,0.31932144566669246,0.39882978789962265,-0.17025581084492458,-0.20746557561496867,0.32622508811911755,-0.26701122842467,-0.4368500043651012,0.5124304565931881
104,6,0,0.33624769525651815,0.32053696146074734,-0.16995650435979306,-0.1562135503704169,0.2760114320323618,-0.1506361989480016,-0.37575445367064053,0.43128062678534007
104,7,0,0.3346827925887629,0.3991635856224576,-0.29460843074653165,-0.2210502990506425,0.27555628302399887,-0.2278023781506754,-0.3858976998401838,0.5168541622398504
104,8,0,0.3956980874971653,0.18946642209842696,-0.45416732386246533,-0.19322512997180635,0.39606188361556904,-0.19437141077723966,-0.33896956333140205,0.5367695704936299
104,9,0,0.4612961403433687,0.31942683099792524,-0.4194136627808397,-0.2869921650064422,0.4955485584927795,-0.19869426520928263,-0.27816323335375315,0.45429289280432694
104,10,0,0.5010245479739475,0.1471699444021834,-0.42970118846380045,-0.24920846967485275,0.44743504486391666,-0.17066749131275263,-0.2230361313115599,0.42871227002360984
104,11,0,0.5345976184957052,0.18596027678884708,-0.3508544588186756,-0.44449495542768536,0.3674044118692896,-0.08181059927006348,-0.22175127636374387,0.542792906828013
104,12,0,0.4469785751807546,0.1160569391889248,-0.2923608121965336,-0.33959956275711933,0.43675468330138023,-0.1757331288007948,-0.11842052425895105,0.4939972085990488
104,13,0,0.5555251532201786,0.28676074252875816,-0.2099842578864326,-0.3006946922950303,0.42609267337201817,-0.05081775506366294,-0.24488589015663492,0.3591407978956073
104,14,0,0.5845294248379513,0.09014884845004888,-0.3138332443207166,-0.4712502186107217,0.5359881924060633,-0.28443846339559076,-0.22597362433659984,0.20872514615250795
104,15,0,0.445861319631038,0.010239179557560221,-0.28638660980702385,-0.26246125382458707,0.835790274332884,-0.05591742890139879,-0.28211663728271075,0.3769334216565518
104,16,0,0.31145800851603966,0.0846698147685529,-0.2700512792358901,-0.4784836101433849,0.6010579948378894,-0.2706903778074209,-0.31652043455048684,0.37524007616285643
104,17,0,0.36485762018392087,0.21422655795078124,-0.14998128305062475,-0.43630393204199724,0.6634348545414601,-0.11126439793849208,-0.23180516212378977,0.3093770190747806
104,18,0,0.3159428813333058,0.04164356778863016,-0.18162780528084105,-0.2559523418776015,0.6689205850018507,-0.19899563807943307,-0.33401357449457947,0.17286991359737303
104,19,0,0.3929301312073773,0.028489216742182487,-0.3059201330762473,-0.27270199926175465,0.6457245160211722,0.07195967237107902,-0.22492771911145532,0.2941417309812168
104,20,0,0.5158809298796496,-0.02175028155440608,-0.3407954397815621,-0.2941804681504071,0.7747580016907314,-0.1290042568289174,-0.22617139164301522,0.10711745445475479
