time_step,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,expected_activity
0,0.2568083,-0.58083105,0.09752568,-0.2915015,0.26497638,0.0934243,walking_downstairs
1,0.9914467,-0.7682582,0.50936884,-0.37821296,0.28968868,0.22151436,walking_downstairs
2,1.2016565,-0.70690024,0.53980094,-0.36360106,0.2259634,0.06542689,walking_downstairs
3,0.8621305,-0.24736989,0.51640725,-0.06677931,0.29325497,0.08053425,walking_downstairs
4,1.2415605,-0.4190857,0.67831045,-0.28797594,0.17416587,0.124549344,walking_downstairs
5,0.89636815,-0.22186418,0.39388266,-0.13608253,0.31401807,0.058481377,walking_downstairs
6,0.7696333,-0.38992587,0.28943843,-0.1624325,0.2682129,0.2645275,walking_downstairs
7,0.7013486,-0.17801778,0.2671963,-0.10339051,0.3475222,0.22626098,walking_downstairs
8,1.0465859,0.2095118,0.5352658,0.09231898,0.07267377,-0.024434125,walking_downstairs
9,0.85300475,0.15457758,0.36128807,0.062185146,0.10635768,-0.022041392,walking_downstairs
10,0.56302625,0.046356995,0.2635986,0.07074048,0.2776678,0.09763524,walking_downstairs
11,0.06956396,0.22897929,0.059508473,0.1491987,0.23677051,0.1896548,walking_downstairs
12,0.19946723,0.4836859,0.11594724,0.17553943,0.13336812,0.20434761,walking_downstairs
13,-0.3382674,0.8632694,-0.1357161,0.3747224,0.21450911,0.26262873,walking_downstairs
14,-0.22289683,0.73832333,-0.17914592,0.34841937,0.2814712,0.1726225,walking_downstairs
15,-0.61313695,0.5405585,-0.27692714,0.26337504,0.2984969,0.06428815,walking_downstairs
16,-0.7766343,0.6831906,-0.35702467,0.3869232,0.22880223,0.18343057,walking_downstairs
17,-0.9008463,0.6788806,-0.40618607,0.33358222,0.21524657,0.057189398,walking_downstairs
18,-1.280714,0.32006705,-0.60225827,0.22611536,0.24547772,0.08291859,walking_downstairs
19,-1.2886368,0.54442495,-0.7112087,0.36547345,0.20410752,0.021269934,walking_downstairs
20,-1.0263796,0.39419153,-0.6383807,0.15370426,0.36084238,0.077671394,walking_downstairs
21,-1.1801547,0.31841177,-0.57491195,0.16779132,0.17373122,0.09991473,walking_downstairs
22,-0.7872107,0.05861717,-0.3168617,0.08094831,0.20921266,0.103895694,walking_downstairs
23,-0.63537145,0.15229501,-0.35927796,0.08798976,0.19262815,0.29157406,walking_downstairs
24,-1.0058337,-0.12836362,-0.54504263,-0.046758745,0.33202046,0.15769705,walking_downstairs
25,-0.8461317,-0.33032107,-0.41739127,-0.18776588,0.16516599,0.17781544,walking_downstairs
26,-0.43239263,0.012375831,-0.16511656,-0.021119045,0.27850133,0.16248707,walking_downstairs
27,0.13696705,-0.5065509,0.10220099,-0.24271578,0.20315446,0.2766924,walking_downstairs
28,-0.15798621,-0.78612417,-0.14106385,-0.34291464,0.17130983,0.07388031,walking_downstairs
29,0.2708875,-0.40083253,0.11078011,-0.2525646,0.040463634,0.21001256,walking_downstairs
30,0.07408127,-0.42277843,0.005969689,-0.21810082,0.2025246,0.08160154,walking_downstairs
31,0.38344124,-0.8808674,0.21751131,-0.34993428,0.34156817,0.13890381,walking_downstairs
32,0.7878586,-0.7879673,0.42883295,-0.4032536,0.15151784,0.18960448,walking_downstairs
33,0.78334576,-0.7176065,0.34473878,-0.34993204,-0.02704037,0.041979358,walking_downstairs
34,1.0105413,-0.7067663,0.46197823,-0.31284282,0.23037651,0.119075365,walking_downstairs
35,1.0002493,-0.80801094,0.5117357,-0.37478197,0.11055279,0.15045497,walking_downstairs
36,0.99403006,-0.6559586,0.48336086,-0.3352221,0.06370877,0.19036044,walking_downstairs
37,0.96950096,0.038264304,0.44355732,0.008832579,0.16370249,0.13207501,walking_downstairs
38,1.163393,-0.32857135,0.5563894,-0.0873961,0.09802243,0.3756002,walking_downstairs
39,0.809202,-0.1785227,0.4320603,-0.13584551,0.28868565,0.3005578,walking_downstairs
40,0.8478392,0.19529694,0.40362978,0.030609723,0.22126354,-0.026180537,walking_downstairs
41,0.48936865,0.10568369,0.23598616,0.10917708,0.25355363,0.15943211,walking_downstairs
42,0.3768634,0.19946326,0.14704683,0.16357137,0.15310848,0.19431517,walking_downstairs
43,-0.02410188,0.24646142,0.015043049,0.07577669,0.19514275,0.17736432,walking_downstairs
44,-0.40681005,0.62786967,-0.23195255,0.35885593,0.1582537,0.26124585,walking_downstairs
45,-0.30291048,0.6444192,-0.1409141,0.34147218,0.22351836,-0.07885715,walking_downstairs
46,-0.39760682,0.8605873,-0.19290935,0.42597088,0.022609888,0.064034134,walking_downstairs
47,-0.67362404,0.6067935,-0.35882962,0.31029543,0.19791767,0.27338994,walking_downstairs
48,-0.63946444,0.9152056,-0.36407518,0.5515835,0.2829327,0.24719545,walking_downstairs
49,-1.0017633,0.6780162,-0.5073198,0.37802812,0.33646065,0.33283818,walking_downstairs
50,-1.1958739,0.49884945,-0.615877,0.28080934,0.2666925,0.28238842,walking_downstairs
51,-1.2606333,0.59638774,-0.5822273,0.32630476,0.21164496,0.047301423,walking_downstairs
52,-0.8886768,0.47548673,-0.48926488,0.2100632,0.063635424,0.23279153,walking_downstairs
53,-1.1275978,0.34472185,-0.5284457,0.15864897,0.21209277,0.12737826,walking_downstairs
54,-0.9111551,0.029184937,-0.39765838,0.0095530925,0.042777635,0.16670011,walking_downstairs
55,-1.0650859,0.009719441,-0.5020555,-0.036917314,0.12795295,0.1544834,walking_downstairs
56,-0.8337266,-0.14628664,-0.3819862,-0.044470508,0.18287688,0.112664446,walking_downstairs
57,-0.5221471,-0.11424133,-0.2759273,0.0026435517,0.17761117,0.10972401,walking_downstairs
58,-0.14451292,-0.14069268,-0.051743764,-0.07285438,0.27030304,0.2119988,walking_downstairs
59,-0.33841902,-0.33387345,-0.14821336,-0.20563035,0.17689785,0.10645486,walking_downstairs
60,-0.20960791,-0.44228613,-0.18709417,-0.25836968,0.0984214,0.16725379,walking_downstairs
61,0.24475951,-0.44898376,0.104460835,-0.14242966,0.16038388,0.18881246,walking_downstairs
62,0.4599116,-0.47186226,0.16798647,-0.2629829,0.13848482,0.107337765,walking_downstairs
63,0.521963,-0.78292936,0.16638954,-0.45028663,0.28589267,0.12717016,walking_downstairs
64,0.9631958,-0.9143444,0.47910595,-0.52928364,0.0814189,0.24208339,walking_downstairs
65,0.5482818,-0.6401333,0.29478753,-0.3414611,0.15982026,0.014008286,walking_downstairs
66,0.7889585,-0.3358881,0.36005983,-0.104923464,0.2722604,0.09618713,walking_downstairs
67,0.9794303,-0.7484269,0.5144632,-0.30942047,0.13032906,0.042918164,walking_downstairs
68,0.8245473,-0.5902758,0.43979162,-0.2632964,0.22958556,0.16736287,walking_downstairs
69,1.0064995,-0.2858891,0.507135,-0.17762193,0.20132034,0.3663084,walking_downstairs
70,0.87285805,-0.26464757,0.4108657,-0.08871852,0.17165141,0.051695734,walking_downstairs
71,0.7181493,0.15185004,0.39197686,0.06862114,0.05832426,0.24813804,walking_downstairs
72,1.0574454,0.12581073,0.6162277,0.09588737,0.20138833,0.26363033,walking_downstairs
73,0.2802561,0.39688843,0.037116315,0.30994403,0.1573921,-0.021031976,walking_downstairs
74,0.22814023,0.4227351,0.1500287,0.20273253,0.22156896,0.042628326,walking_downstairs
75,0.16873825,0.5503607,0.026173804,0.20977788,0.08242607,0.14830762,walking_downstairs
76,-0.2533064,0.35447195,-0.08475225,0.27549553,0.24096875,0.07099597,walking_downstairs
77,-0.2879057,0.5164589,-0.09456802,0.25314933,0.2518245,0.17225167,walking_downstairs
78,-0.3411546,0.32002172,-0.19107915,0.15399024,0.31133953,0.25929776,walking_downstairs
79,-0.61978036,0.5487121,-0.33168828,0.19550166,0.16042618,0.20636092,walking_downstairs
