time_step,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,expected_activity
0,0.932863,-0.55923736,0.5541765,-0.2555,0.10186924,-0.047552276,walking_downstairs
1,0.7358896,-0.53290415,0.39508218,-0.19712932,0.22461343,0.18084367,walking_downstairs
2,0.6415377,-0.6140392,0.40066612,-0.30971757,0.13122967,0.16803637,walking_downstairs
3,1.2877356,-0.44071364,0.6539489,-0.24569874,0.31308568,0.1704599,walking_downstairs
4,0.834909,-0.299458,0.4728801,-0.18301342,0.26240456,0.20112136,walking_downstairs
5,0.8849556,-0.37981203,0.52374816,-0.13880487,0.18510132,0.07865683,walking_downstairs
6,0.88698137,-0.460651,0.5463847,-0.24827439,0.10120944,0.22299674,walking_downstairs
7,1.0262967,0.02293513,0.50205356,0.014381327,0.35639396,0.17366984,walking_downstairs
8,0.8703273,0.28895208,0.37318352,0.18402022,0.18852763,0.13180073,walking_downstairs
9,0.7191675,-0.06376608,0.3627417,0.035535514,0.27470523,0.1496633,walking_downstairs
10,0.3830405,0.49380893,0.26178786,0.30695632,0.043814648,0.113655776,walking_downstairs
11,0.21135935,0.45154917,0.18742067,0.15258819,0.21150522,0.15525045,walking_downstairs
12,0.19805908,0.62056065,0.10576486,0.2536111,0.26413822,0.19451775,walking_downstairs
13,0.15183689,0.74695283,0.09532464,0.39205307,0.023729954,0.045986928,walking_downstairs
14,-0.565265,0.46439883,-0.20012905,0.26206154,0.2230248,0.12055669,walking_downstairs
15,-0.29418212,0.74400336,-0.1378541,0.38625643,0.30456227,0.11083699,walking_downstairs
16,-0.50483227,0.8838626,-0.21737085,0.5097492,0.0802152,0.14524087,walking_downstairs
17,-0.6917853,0.93729204,-0.29780114,0.5486286,0.18995567,0.12544991,walking_downstairs
18,-1.0366206,0.7918058,-0.5297084,0.3919727,0.17205504,0.007760168,walking_downstairs
19,-0.957876,0.39519614,-0.5229657,0.20694351,0.14908244,0.18489957,walking_downstairs
20,-0.93201506,0.50699896,-0.33804953,0.31001785,0.14931448,0.2427905,walking_downstairs
21,-1.1043433,0.31366846,-0.58239293,0.2019675,0.12709215,0.09235402,walking_downstairs
22,-0.7246399,0.24400012,-0.41742757,0.06986501,0.13752434,0.16097097,walking_downstairs
23,-0.933063,0.2980665,-0.4798296,0.08177239,0.19497271,0.09308678,walking_downstairs
24,-0.44938576,-0.29287106,-0.21646085,-0.23809516,0.20637725,0.16377176,walking_downstairs
