time_step,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,expected_activity
0,-0.04350008,0.5610487,-0.05173053,0.21066864,0.3569384,0.17356624,walking_upstairs
1,0.08372066,0.66119134,0.0035177178,0.24643855,0.09721377,0.17954002,walking_upstairs
2,0.2410674,0.6117337,0.06573422,0.30258414,0.1295354,0.23475051,walking_upstairs
3,0.8503946,0.5776924,0.4769637,0.2861781,0.3094632,0.15996999,walking_upstairs
4,0.65524143,0.47889644,0.28161708,0.2588572,0.1467773,0.13725303,walking_upstairs
5,0.96556413,0.286131,0.50948244,0.19336864,0.24701822,0.1780794,walking_upstairs
6,1.2789766,0.17170076,0.57304,0.008674068,0.017900938,0.19667903,walking_upstairs
7,1.262077,-0.21256438,0.52034736,-0.17450143,0.122324154,0.010196849,walking_upstairs
8,1.2366843,0.329013,0.5860088,0.11768219,0.24083476,0.24111962,walking_upstairs
9,1.2100519,0.07241814,0.6124151,0.05771312,0.064166404,0.28509367,walking_upstairs
10,0.91246307,-0.17108667,0.50601465,-0.07237693,0.21420978,0.15154162,walking_upstairs
11,0.8353742,-0.48172614,0.45310646,-0.2938379,0.20263997,0.19860108,walking_upstairs
12,0.72472227,-0.7504627,0.37412953,-0.4114634,0.15489909,0.09047182,walking_upstairs
13,0.10587568,-0.24522254,-0.07564625,-0.10495123,0.17788233,0.2033347,walking_upstairs
14,0.33091116,-0.92331755,0.18521327,-0.4595272,0.25614417,0.081558764,walking_upstairs
15,0.15721875,-0.5370466,0.00064468005,-0.2192176,0.19559664,0.16399877,walking_upstairs
16,-0.07757365,-0.748381,-0.07780843,-0.41593757,0.27837417,0.19559744,walking_upstairs
17,-0.32063895,-0.9460445,-0.07536816,-0.4811725,0.26212507,0.086698465,walking_upstairs
18,-0.48679504,-0.8763709,-0.19756687,-0.48885065,0.32268527,0.06103789,walking_upstairs
19,-0.67970043,-0.7239602,-0.3977506,-0.30602425,0.16584294,0.121994495,walking_upstairs
20,-0.6121211,-0.65418965,-0.32736754,-0.2773437,0.21320948,0.10449558,walking_upstairs
21,-1.0181227,-0.6686357,-0.4737897,-0.31135672,0.11535695,0.123739064,walking_upstairs
22,-0.9939566,-0.19393334,-0.50823957,-0.049688585,0.24913548,0.061674733,walking_upstairs
23,-1.3091078,-0.2813018,-0.669202,-0.073209986,0.14278291,0.23618619,walking_upstairs
24,-1.1536556,0.17991063,-0.63664323,0.1613254,0.24889532,0.12792552,walking_upstairs
25,-1.1220503,0.16727178,-0.53804606,0.16719207,0.17735597,0.18482846,walking_upstairs
26,-1.1311666,0.3737363,-0.5359471,0.15040287,0.18594521,0.019473927,walking_upstairs
27,-1.27032,0.50376034,-0.6786632,0.21149282,0.21794216,0.102556795,walking_upstairs
28,-1.0416822,0.5286929,-0.62566525,0.32776162,0.14028622,0.27710283,walking_upstairs
29,-0.52580184,0.67270344,-0.17643736,0.31475464,0.14611304,0.07935709,walking_upstairs
30,-0.39757875,0.7857778,-0.2373635,0.30454323,0.14975719,0.17225516,walking_upstairs
31,-0.19975853,1.2048516,-0.08263492,0.5794291,0.15622391,0.31661347,walking_upstairs
32,-0.038904782,0.56072915,-0.06558488,0.33086696,0.24908382,0.14932045,walking_upstairs
33,0.33337396,0.637274,0.12607369,0.29518536,0.16826896,0.26983207,walking_upstairs
34,0.64146143,0.6352884,0.3650062,0.3554415,0.15336369,0.07779487,walking_upstairs
35,1.0722361,0.39158505,0.51692283,0.2107833,0.26474968,0.11119176,walking_upstairs
36,0.90701705,0.26661593,0.48861712,0.06612531,0.2542772,0.14462548,walking_upstairs
37,1.0122784,0.09533209,0.5424461,0.0700031,0.18644555,0.10616795,walking_upstairs
38,1.1850483,0.216319,0.5636285,0.10852434,0.39573836,0.1767949,walking_upstairs
39,1.3925608,-0.025733639,0.7076824,-0.040347345,0.11527392,0.007355346,walking_upstairs
40,1.5977805,-0.05822,0.8342704,-0.10055443,0.3273077,0.06452326,walking_upstairs
41,1.2377033,-0.5015415,0.67761326,-0.17109406,0.21951205,0.25399697,walking_upstairs
42,0.7873019,-0.5516304,0.37721002,-0.32141608,0.2791078,0.15888472,walking_upstairs
43,0.91634744,-0.3586704,0.4555947,-0.2811214,0.17473312,0.18825532,walking_upstairs
44,0.5382541,-0.49889094,0.21928345,-0.20798182,0.29204923,0.28377965,walking_upstairs
45,0.369627,-1.0015609,0.22083043,-0.5231794,0.1199616,0.009615948,walking_upstairs
46,0.64606935,-0.631019,0.32514858,-0.25651437,0.26247784,-0.089560956,walking_upstairs
47,0.024753064,-0.9070101,-0.056951914,-0.45886675,0.21947427,0.2907987,walking_upstairs
48,-0.27901772,-1.0047586,-0.15976514,-0.5032642,0.2707616,0.039481636,walking_upstairs
