timestamp,energy_load,temperature,humidity,hour,dayofweek,month,weekend,hour_sin,hour_cos,dow_sin,dow_cos
2022-01-01 00:00:00,110.1503744136238,18.629209181189992,71.97260540395024,0,5,1,1,0.0,1.0,-0.9749279121818236,-0.2225209339563146
2022-01-01 01:00:00,112.69126738556605,17.647433582607686,68.12666301550503,1,5,1,1,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2022-01-01 02:00:00,123.43405616486542,21.297810355268034,68.20834632272474,2,5,1,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2022-01-01 03:00:00,128.9944560144435,22.411407760891358,67.27765747284853,3,5,1,1,0.7071067811865475,0.7071067811865476,-0.9749279121818236,-0.2225209339563146
2022-01-01 04:00:00,122.70810527043788,18.709682393715347,65.84417568284684,4,5,1,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2022-01-01 05:00:00,126.13844784558054,20.082567606421144,65.87578858856556,5,5,1,1,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146
2022-01-01 06:00:00,144.66698557818873,22.363894166309276,61.43876038985647,6,5,1,1,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
2022-01-01 07:00:00,141.1365789779625,21.561472978199248,61.46013456136184,7,5,1,1,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
2022-01-01 08:00:00,148.64576751946066,21.611033440439666,64.67376034560834,8,5,1,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146
2022-01-01 09:00:00,150.77041891168406,19.72099479494417,65.69945294023371,9,5,1,1,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146
2022-01-01 10:00:00,148.50011023055825,21.49123052385259,65.43080910797785,10,5,1,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146
2022-01-01 11:00:00,137.59325925746637,20.374097645111853,69.16786420676566,11,5,1,1,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146
2022-01-01 12:00:00,123.33132385544883,18.27117960790017,72.72242988063886,12,5,1,1,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146
2022-01-01 13:00:00,127.16719266642963,18.827719191600313,75.11322748121232,13,5,1,1,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146
2022-01-01 14:00:00,126.4243140370079,16.873397574936416,77.2345632060782,14,5,1,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2022-01-01 15:00:00,113.07850733606523,14.054767742487302,70.29601328608446,15,5,1,1,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146
2022-01-01 16:00:00,117.22084292442815,15.261158122544341,71.7049342897181,16,5,1,1,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146
2022-01-01 17:00:00,103.29570722437447,12.870106355158576,74.92439636554622,17,5,1,1,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146
2022-01-01 18:00:00,112.67532330598232,15.489809013519256,76.23863721115887,18,5,1,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
2022-01-01 19:00:00,87.9015558634657,14.233541389922694,75.07807853430019,19,5,1,1,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146
2022-01-01 20:00:00,79.32449466851534,14.430738401102703,73.53601202029573,20,5,1,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
2022-01-01 21:00:00,89.88661781371526,14.322312120206243,73.32716355466391,21,5,1,1,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146
2022-01-01 22:00:00,103.38266286438112,18.00594556956939,74.44771905543425,22,5,1,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146
2022-01-01 23:00:00,113.5508745905371,16.905063158045056,67.56182451837577,23,5,1,1,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146
2022-01-02 00:00:00,107.21034398288522,17.701724382982796,77.02118252885688,0,6,1,1,0.0,1.0,-0.7818314824680299,0.6234898018587334
2022-01-02 01:00:00,119.04656717740862,18.851291970905194,68.50117737063334,1,6,1,1,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334
2022-01-02 02:00:00,122.70583221601831,21.14267989455748,70.14365319378174,2,6,1,1,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
2022-01-02 03:00:00,141.1258673137723,21.720809337519768,64.00845563908275,3,6,1,1,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334
2022-01-02 04:00:00,142.88636592680868,22.427416648759195,66.51800736596324,4,6,1,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
2022-01-02 05:00:00,135.42440459713552,22.854150925895556,64.49582927184689,5,6,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334
