timestamp,forecasted_energy_load,temperature,humidity
2024-01-01 00:00:00,119.66336059570312,19.159547469465096,69.53727861823572
2024-01-01 01:00:00,128.16046142578125,19.04830959096013,68.53430937828145
2024-01-01 02:00:00,135.73948669433594,20.77741792885234,65.23597171429338
2024-01-01 03:00:00,142.23028564453125,21.76182097222008,70.43791643919084
2024-01-01 04:00:00,146.45956420898438,22.15751043540446,69.30369372846708
2024-01-01 05:00:00,148.38966369628906,22.872619845796233,62.17348965677917
2024-01-01 06:00:00,148.41973876953125,20.89262496241821,59.44854560587406
2024-01-01 07:00:00,149.4499969482422,20.664792832194376,58.780628384348745
2024-01-01 08:00:00,163.19053649902344,21.572302766785217,66.6118507446919
2024-01-01 09:00:00,161.92189025878906,20.972718705912666,66.16079967612066
2024-01-01 10:00:00,156.2266387939453,19.388649321478905,64.65239396769158
2024-01-01 11:00:00,149.3079376220703,19.568910186590443,69.26038844303858
2024-01-01 12:00:00,142.29859924316406,19.534459707809408,66.3068029571581
2024-01-01 13:00:00,136.0500030517578,18.918125192378493,73.93546148637436
2024-01-01 14:00:00,130.24034118652344,18.29052637052908,71.85084794723979
2024-01-01 15:00:00,125.13745880126953,13.371503942226381,70.99604106462213
2024-01-01 16:00:00,121.28527069091797,12.963534085857955,74.09288591245607
2024-01-01 17:00:00,118.8905258178711,13.873962166239604,74.58890643529212
2024-01-01 18:00:00,113.438720703125,14.292563373069411,77.09295269334548
2024-01-01 19:00:00,100.38169860839844,13.95080325061659,79.29132528317994
2024-01-01 20:00:00,101.08709716796875,13.87907295114677,78.53633183508164
2024-01-01 21:00:00,105.48866271972656,14.887079076516097,74.7193128282716
2024-01-01 22:00:00,111.62336730957031,16.8971042952071,72.43620563103184
2024-01-01 23:00:00,117.37812042236328,15.142423710960212,69.84476115557413
